1,2,3,"Came in here only because I had a business call to take and needed some quiet space. Since the little one was with me, I went on ahead and ordered a kid's meal which consisted of a personal pan pizza and a drink. The cashier was nice. The place was clean. Ample seating downstairs and for the location being in Midtown it wasn't too crowded. Now I can imagine why lol.The pizza...well, I grew up eating Pizza Hut and was pretty disappointed. I thought it was pretty funny that I was longing for the 2 Bros dollar pizza in Chelsea. Eating this Pizza Hut pizza just made me hungrier. How is that even possible lol?!"
409,1,3,"I'm giving them 5 stars because of customer service. Haven't received pizza yet, but employee was awesome on the phone.. the other pizza places their customer service suck.."
410,2,2,"How is this place still open with all these bad reviews??? My husband just placed an order to pick up. We ordered a large cheese and a large pepperoni. When he picked it up, they gave him both pepperoni. He explained what he ordered. They didn't order money back on the pizza they messed up. They said ""oh sorry, we can make you another cheese but it's going to take 30 mins"" so he ended up coming home AND PAYING FOR a pizza that won't be eaten. I will never again come here."
411,1,1,"This is my Pizza Hut, there are many like it but this one is mine! Just wanted to post that I ordered another Pizza and again had a great experience from Dalton! This guy's customer service is on point, if everyone had customer service skills like this guy there would never be a confrontation of any sort.. He deserves to be given a great review, employee of the month, and employee of the year!I hope they give him some type of commendation!"
412,2,2,"This place has an awful lack of customer service, starting from the GM Kylie, when she's there the phone is never answered and always have to go online or come in to order, secondly Kylie the GM is rude and condescending, I asked to speak with a manager because of how rude she is and her response was "" Hi I'm Kylie the manager"" if this is the standard for hospitality at this establishment, it won't be in business long. Can Papa johns put a location in this shopping center because this Pizza Hut is Trash, and employs rude people all the way to management."
413,2,2,Terrible service.  Ordered and never arrived. I called and they said on the way. Still waited and still never arrived.
414,3,2,Placed an order for delivery. Upon delivery it is missing half my breadsticks!!! Tried calling them and they won't  answer the phone!!***UPDATE*** Called another Pizza Hut location that contacted the manager through back channels. They delivered my missing breadsticks.
415,2,2,"Ordered carry out. Showed up 5 minutes after the time it said it would be ready. Inside the store our order was marked as ""ready"" to falsify their stats to corporate. Wasn't ready. Was told it would be another 45 minutes. Decided to come home and change the order to delivery. Tried calling, 15 minutes no response phone disconnected. Called back, waited 10 minutes, heard background noise when the phone was picked up, hung up on. Drove back to the store and explained the order was placed 2 hours ago, wasn't able to call in to change to delivery (was going to request delivery charge be waived but we would still tip the driver). Told the manager we understand sometimes it gets busy, but at this point 2 hours later and 2 visits to the store what could be done in terms of compensation. Free breadsticks... Manager explained internet orders get bottom priority. OK... that's helpful. Told the manager he can keep the food. Ordered Marcos, far superior. For an extra $1 I'll stick with them from now on. Franchise owner of this Pizza Hut doesn't give a shit about his stores either (looked him up, all of his stores have shit reviews). They need management that doesn't falsify their stats and actually staffs properly with a crew that knows what they're doing. Used to be a regular customer but after several nights of them getting backed up like this I knew it wasn't just a 1 night fluke. Shame really but what do you expect from a lazy franchise owner."
416,1,1,"I have no idea why this location doesn't have 5 stars! I order delivery from here often they are always on time and always get my order exactly correct even with my milk allergies. The delivery is always under 30 minutes wait time and the delivery guy is always friendly. Pizza is hot and wings are ""burnin"". I definitely recommended this location. They rock. Now I want pizza!!!"
417,2,2,"One word"" horrible service"" I call for delivery service I understand someone ahead of me but not picking up the phone for almost 30 minutes not right at all and I try to  call back again still no one is answering the phone. I end up driving all the way just to order a Pizza. Please leave your job If you don't like it anymore!!!! Thanks"
418,2,2,"I ordered Pizza Hut when a visiting friend friend mentioned it as a preference. I tried the pizza, wings, potato fries and brownie desert.Each of the entrées was extremely salty and the desert was sub par to say the least. I did not care for the taste of any. I will happily continue to order Dominos."
419,2,2,"They messed up the first pizza, no cheese on one side  (how that happens is beyond me). So we waited for a replacement which was even worse,  barely any sauce and less cheese than the first one.  They did give us both pizzas for the price of one else, but it should have been free."
420,1,1,"Brand New location. I was so excited when I saw that one was opening and I was not unimpressed. We've had a few deliveries to our house already with no mistakes. All the delivery people have been extremely nice and didn't freak out when our fur babies were barking like savage beasts. Our orders were complete with no mistakes and arrived within the time frame they gave, if not earlier. Pizza Hut has so many options now from the different sauces, crusts and toppings. They always have some kind of deals going on, which is awesome. I can stuff myself with a pizza I like and Mike can stuff himself with a pizza he likes. It's a Pizza Hut so don't expect it to be a gourmet authentic Italian pizza. Like I said earlier, prompt and friendly delivery with no mistakes. Can't beat that from a Pizza Hut."
421,2,2,I have had to call several times and have talked to JAY about the drivers they have speeding in MY neighborhood.. I will never order from this location again it just doesn't seem like they care
422,1,1,"Everybody knows Pizza Hut. Either you like Pizza Hut or you don't. This new location makes the same pizza as the old location, off of Cheyenne & Buffalo, but I think every Pizza Hut makes the same pizza. As this new location is less than 5 minutes away from my house, I have been going here a LOT. I always order online, to get the best deals & they have always gotten my order right. For the price, Pizza Hut Pan Pizzas are the best pizzas in my area. Rosati's down the street is better, but they are twice the price & they have gotten my order wrong a few times. On this location's service, I have only been treated very good here, with no complaints on their service. I have never used their Delivery Service, so I can't comment on that. On delivery drivers speeding, I have not seen it. Although I, myself drive 10 MPH over the speed limit, so they maybe they are speeding in the legal sense of the what is speeding. With the sheer number of times that I have ordered their pizza, it can't be luck that I have never had a issue with this location. I really don't understand their bad reviews or low rating. I guess Haters gonna hate, hate, hate?"
424,2,2,"They delivered my food cold, 30 mins after the  driver Logan had dispatched from the store 3 mins away, according to manager Christian. I live on shady timber, right behind the Walmart/pizza hut and Christian the manager on duty informed me he would not tell the drivers where to go first."
423,1,1,"We have had pizza delivered every Friday night for 2 years for us, our kids still at home and our grandkids. Never had one problem with them or the food that was delivered. They will periodically give us free items and will call us if they are out of something we order, since we use the Pizza Hut app. Delivery Team is always friendly and speaks to our kids and our dog Molly. The Presley's"
425,3,2,"It's not the Pizza Hut  from when I grew up. Hardly any cheese, dough is not buttery and fluffy like it used to be, toppings are sparse.  And they take an hour to deliver when I literally live 1.5 miles away. Overall a big disappointment."
426,2,3,2 Thumbs Down! I always do Online ordering from other pizza places and never had a bad experience till now. They never got my pizza order right and on top of that i wasn't the only one they messed up other people before me that was picking there pizza up there orders were messed up too. All i can say is stay away from this place because obviously making pizza is Rocket Science and there not qualified! #smdh#fail#booo
427,2,2,Called I an order 20 minutes be ready.  Customers before ordered over the phone as well and are still waiting. They don't know what there doing here so unorganized and poorly trained. No manager on duty! Taking my business elsewhere next time!
428,2,2,Really slow service.  Delivery and pick up.  My pizza looked like the workers cut out pieces for lunch and just lined it back up so it wasn't noticable.
429,1,1,Great service! Austin is a Rockstar. He took care of my order. I called as I was driving to pick it up. It was ready about 5 minutes after I got there. It was perfect just like I ordered!! Thx
430,2,2,"The last two times I've ordered from this location, I've ordered cheese sticks and pizza. Instead of cheese sticks, they've given me breadsticks each time. The first time, didn't really pay attention as I was in a rush and only noticed when I got home. However, the second time, when the guy opened the box to show me what I had ordered, as I was paying, I noticed the difference right away and actually asked him if those were indeed cheese sticks in the box because there was no cheese anywhere and the whole thing looked extremely dry. He lied and said 'they are cheese sticks, like you asked for'. But I was far from convinced. So, I decided to try another Pizza Hut location a few days later and at that location, the cheese sticks were definitely cheese sticks. These cheese sticks also looked identical to the ones in the pics on the Pizza Hut website. So, the guys at the Cheyenne Ave location are basically lying to some of their paying customers and not giving us what we ordered and paid for. Their pizzas are also often dry and have hardly any sauce on them. I was going to this location because it's very close to where I live, however, I'd rather drive a few extra miles and get better pizza and honest employees."
431,2,2,"I don't understand why there's good reviews about this place! The customer service is horrible!! Tonight I ordered online carry out and when I got there no greeting at all what so ever and there was several people behind me. Come on people!! It's not like that location is big and you can't see us walking through the door!! I remember the manager he was prepping food and he told one of his associate frank to get the orders. I told frank my name and it said it was ready on the screen, then he was looking for my order and the manager yelled out to him "" ITS NOT READY!! ITS NOT READY?!! DO YOU NOT UNDERSTAND ME DOES IT LOOK LIKE IM CHINESE!"" And as an CHINESE CUSTOMER you might want to shut your mouth about making those comments!! I know he wouldn't of stop but his associate said something and I saw him glare up at me and just brushed it off like it was nothing!! This is NOT how customers want to be treated!! I will be contacting corporate because we don't need another racist severing us food!!"
432,2,2,"I love Pizza Hut. I ordered a pizza and some wings around 1:30 pm, thinking it would be a nice treat on my birthday. Not at all. I waited an hour and a half for my pizza to arrive, but I figured, it's Saturday, maybe they're really busy. When the pizza finally arrived around 3 pm I opened the door to a not so friendly delivery driver. Once I open my pizza I immediately know it's old. The cheese was literally brown and the pizza was not warm at all. I called to let the manager know I would be bringing it back and expecting a full refund. He was actually really nice and understanding. Unfortunately, I had to start getting ready for work and ended up not having time to take it back. Total waste of money, the full pizza went to waste which is rare in my house. Won't be going back to this location and since this is the second time I've received an old, cold pizza from a Pizza Hut I may just find another pizza place period."
433,1,1,I've consistently gotten great delivery service  and pizza from this Pizza Hut for over 3 years now.  The only issue II've had was out of their control and due to their phone lines being down for a short period of time - which had happened with all Pizza Huts in the service area at that time. Always good pizza - zero complaints!
434,1,1,"From a somewhat frequenter of delivery from this location, we absolutely give a solid 4 stars overall (MANY orders' worth over the years!).Funny, I went to merely ""check in"" to learn I haven't reviewed this Pizza Hut yet! Also given this, I'm bummed I didn't snap pics because our orders were Snapchat worthy tonight (alas, too late)!LOVE the specials. LOVE (& appreciate) the rewards points (tonight's order included a free large ""anything you want on it"" pizza).Decent quality. If you've read my other reviews of local pizzas, I've been kinda embarrassed to mention that Pizza Hut's has been better than those at specialty places. I'd be flogged by some for lauding Pizza Hut, but with a consistently happy family fed at a reasonable cost, I'm delighted to give them our support/endorsement!FYI, frequent problems with their mobile app: Absolutely recommend the desktop version especially if you have coupons, rewards points, or a special order (tonight was no exception).Delivery tonight was INSANELY FAST! Granted we live less than a mile away, but dang if I wasn't about to take a shower when the doorbell rang!About their wings (I'm a big wing fan & from near Buffalo, NY): If you like boneless, cool, go for it. Generally there's plenty of sauce, but you may need to toss the container to coat them more thoroughly. I personally prefer ""real"" bone-in wings (but since I'm a minority in my family, I rarely win - but tonight I ""won""). Ordered Buffalo medium: A) They were more mild vs medium, B) They needed MORE sauce (um, boneless versions almost had too much, so don't know what's up here). But, the bone-in wings were of a decent size and interestingly more positively memorable than our order from Buffalo Wild Wings (& less expensive to boot!), and C) Didn't think about but wondering now: celery or Bleu cheese? Dunno! If I ordered ""hot,"" I absolutely would've wanted them, but given so little sauce and heat with the ""medium,"" they didn't cross my mind.Pizzas ordered: both larges with marinara sauce and ""Hut Favorite"" crust sprinkle:1. Thin crust, with pepperoni & sausage. A common order, however both eaters commented on why we often accept the 1-topping deal and get pepperoni only: The sausage isn't that great.2. Hand-tossed, 1/2 with beef, ham, & pepperoni; other 1/2 with beef, onion, mushroom, & spinach. The beef is kinda like the sausage: ""meh.""Will say that the pork topping is right in the middle of the beef and sausage (all 3 of which are ""meh"").Veggie lovers: the mushrooms are _FRESH_ (not canned like many other places), and the onions and spinach are fresh. Bull-ya for the veggie toppings, IMO!Yeah, MY 1/2 was SO ""pretty"" AND tasty!Other orders we've done include the ""boxes"" (dinner box and big family dinner box): The kids love the bread sticks and the cinnamon bread sticks. Appreciate they put the frosting on the side for the cinnamon bread sticks: 1 of my kids prefers them without, while the other loves them with it.Recap: If we got a free large ""anything"" pizza from Rewards Points, then you know we order here a lot. The rating of 4 stars is solid/consistent from our overall history."
435,1,1,"I know Pizza Hut sometimes gets a bad rap, but I'm a fan of my Brodie Pizza Hut! Let me say first, that I'm never ordering delivery. So I'm not sure that that experience is like. I live very close so I always carry out. I love that I can order everything online and take advantage of great deals. Including earning points and eventually getting FREE PIZZA! Who the heck doesn't love free pizza?!?! Anyway, they are always consistent and my order is always correct (knock on wood). They're always pretty pleasant and it's a painless experience. Order online, trust me."
436,3,2,"I'm just confused where the crust is on the bottom of this pizza... I order stuffed crust...which it had, but the bottom came out like the thinnest of the thin crust."
437,2,2,"Ordered for contactless pickup during Covid-19 pandemic. When I arrived and called the restaurant they put me on hold because they couldn't find my order. I was then told my order would be right out. Employee walked to my car a few minutes later and let me know my order was given to someone else. Had to wait for them to remake with my impatient toddler in the car. When my pizzas were ready, they took them to the wrong car first and when they brought them to me, employee reassured me with ""he didn't touch your pizzas"". She set the pizzas in my car and the boxes weren't even properly closed."
438,2,3,"The pizza here is fine, and generally speaking, the service is good too, I'm giving 2 stars because I created an account with Pizza Hut and keep getting ""digital coupons"" FOR THIS STORE that don't work.  Twice now I've gotten emails for deals on pizza and both times when I click on the deal or hand enter the coupon code or try any other variation to use them, there is ZERO impact on the price displayed.  Figure out your coupon codes or just stop sending them to me because as it exists right now it always just ticks me off and drives me to get pizza somewhere else."
439,1,1,"I'm not sure why there are so many bad reviews for this place. I was very happy with my pizza! Was made in good time, great service for my carry out, and the pizza was tasty!"
440,1,1,"This Pizza Hut location is close to a lot of residential areas, and is very speedy.  I have eaten here many times (carry out) and the staff has always been professional toward me and my fiancé. The quality of the pizza is very good. We order the same pie multiple times and while there are the usual variations in the pie, due to the nature of a restaurant like this, the quality is always great.The carryout deal for 1 large pizza of 5 toppings for $10.00 is pretty great and really helps after a long day of work.My only complaint is the way to exit for northbound Brodie Lane is not very direct."
441,2,1,Poor customer service and food quality. Pizza Hut has definitely changed over the years. Don't bother with them... go down the road to jests pizza instead. Will not be disappointed!
442,2,2,"I can not believe I call a local restaurant down the street from me and get a call center. I am not even sure it was an American call center. Shame on you Pizza Hut for out sourcing call in delivery service! I truly am dissappointed at this. I do not want talk to over seas to order my pizza from the store 4 miles from me. Funny thing is when filling out the contact us form the form asks ""did you talk to the restaurant about this feed back"" How can you when the call does not go to the restaurant. I will find a local pizza place to order. People I can talk to. By by PH. It wss a good 30 year run."
443,2,2,"Zero stars. Ordered online for a specific pick-up time. Arrived 15 min early and cashier was rude saying our order didn't exist. She said she didn't couldn't tell if kitchen had the order but she couldn't see it on her screen because we were early. I won't spell out the specific exchange of words but her tone, sarcasm, and blatant rudeness was embarrassing. I called later asking to speak to a manager and I was transferred to the same ""cashier"" that was rude to us. This time she said she was the general manager. Poor customer service and a poor example of a manager."
170,3,2,"I finally found a pizza that both my wife and I  like.Do you know what we don't like?Thievery and fraud perpetrated by the workers.Every time, that is, EVERY time we use the app to order, we pay the price listed but there's ALWAYS something missing.It's like you have to AUDIT your own order every...single...time.Especially when you order the stuffed crust or Cheese Sticks at Ave D Pizza Hut.That's right, I'm calling you out, criminals!I shouldn't hVe to check my order because the workers SEE the order from their app before they give it to me!WTF, Pizza Hut? Do you do a background check before you hire them?It wasn't once, it wasn't twice, it's every...single...time.So, my conclusion: good pizza, but felonious employees. Always, Always check your order before leaving.And those little ""Pizza Hut Express"" places? Avoid them like the plague. -Not- the same quality pizza"
445,1,1,"I usually order a pizza online from this location about twice a month. Delivery is always super fast, around 20 minutes, out of the oven fresh and always correct. Surprised at the low rating. One of the best delivery places ever for me."
446,3,1,"I really dig this place. Let me explain, more often then not there are 4-5 teenagers hanging out at my house on the weekends. Now for the most part , I'm not willing to cook for that many picky teenagers, so this place is my lifesaver. It's about 5 minutes round trip from my house and large pizzas are $5.99. Let's just say I frequent this place most weekends. And wait, it gets better. I was driving down Brodie last night and there was a guy out front with a sign saying those pizza's are $3.99 on Tuesdays. Guess what we had for dinner last night? There boxes say ""America's best value."" I'm not gonna argue with that."
447,2,3,"Little Caesars-- you were the favorite pizza place of my youth in San Antonio. How I loved your ""Simon Says"" puzzles and chocolate ravioli. I stood up to anyone on the playground who thought Pizza Hut was better. You guys came with two pizzas to a pack!Time and location changes all, apparently. You are so close to my house and have ready-to-eat pizzas available for a quick dinner solution, which is why you get two stars. But then you were given over to scary-looking managers and employees who try to be nice through their scowling. One experience in particular: they were busy and the pizza girl making the cheese bread and pizzas was pitching a fit from stress. She was working in an area right in front of us, moving slowly, whining, making sarcastic comments, and banging pans together. The manager on duty was too busy making weird jokes with the cashier to take care of the situation and so the couple of us jammed in the small waiting room cautiously watched as this girl made our food, praying it would happen soon so we could leave the madness.I work in the food industry and understand how easy it is to shut down from the stress on the busy days so I tried to be nice. I looked optimistic and friendly, smiling at her when she looked over at us for another display of childish behavior. When she threw down a box of cheese bread with a pizza and specified it as being for me, rather than the other guests who'd been waiting longer than I had, I thought I'd gotten through to her- that she'd identified me as a friend. Driving home, I was quite proud of myself and had a mental conversation of why smiles and being friendly make the world go 'round. I got home, with my stomach growling, and set the boxes on the counter. Opening up the box of my trophy cheese bread I realized something was wrong- there was no cheese! It was just a flat piece of pizza bread, cut into it's regular pieces. I had to laugh considering all my mental pats on the back, but it was ridiculous. This was no mistake from stress- she had still cut the bread in case  I might like to dip it in my marinara sauce. I've vowed to never return unless I'm dying from starvation and sub-standard, instant pizza was the only thing that could save me. Even then I might just pick up a frozen one from the store and wait that extra 20 minutes for it to cook just to ensure it wasn't made by someone who probably spit on it."
448,2,2,"I feel like all of the times I've been here were pretty bad but this last time was just terrible.  Went in to order a pizza, crazy bread and cheese sticks since they are supposed to be pre-made and ready.   Forty minutes later I had my food.  There was one person in front of me and four groups behind me and somehow everyone had their food before me.  It didn't stop the crowd from almost rioting since it took almost as long for everyone else.The guy behind me asked how long it would take for his food to be ready when he ordered since he had his kids with him and the girl said 8 minutes which would be reasonable.  Twenty minutes later he asked again and she replied 8 minutes.  After that she kind of incompetently ran around asking everyone what they had about twice before getting them the food.Somehow they don't use technology to keep things in order.  Even though she tendered my order correctly they made my pizza, then made the cheese bread twenty minutes later.  She couldn't even get the dipping sauces I ordered correctly.  She asked me three times what sauces I wanted and still didn't give me the correct ones.I won't be going back anytime soon to say the least.  Whoever ones the place should seriously work on training their guys."
449,2,2,"I ordered from the internet and it was delivered without any of my toppings. The girl at the store said I should call to verify my order. I asked for a manager and was told she was with a customer. Bobby got on and claimed he was the manager. Wow, 2 managers in that tiny little carry out only store. Bobby offered to send another pizza out, but it would take 45 minutes or he could give me a $10 credit, even though I paid $13.50. Bobby told me that he gets multiple complaints about the internet ordering being incorrect. He told me I should just call. I did call and write Pizza Hut corporate office. The good thing about this area is that 5 other pizza places deliver here, so I do not need to waste my money at Pizza Hut."
450,2,2,"Ordered a large thin crust half pepperoni, half cheese pizza (delivered). Absolutely the worst pizza ever from a Pizza Hut or anywhere. It was way over cooked, looked like it had been under one of those heat lamps for a few hours. inedible"
451,1,3,"This is *not* a two-star Pizza Hut. Maybe some people had some bad one-off experiences, and that's unfortunate, but I've ordered from here probably 10+ times and the food is never late or slow (delivery or pickup), and the quality is consistent. So for what a Pizza Hut is, this is a 5-star Pizza Hut."
452,2,2,"So i went and order online. Gave pizza hut a call to replace my blue cheese with ranch (same price, an easy change). Overall, they voided my order when making a change. Management was horrible and blamed it on me and said it was my fault for making a change. They dont take apple pay in store, so i had no method to paying when i had already payed for it via apple pay online. Lot's of trouble. Management decided to blame it on me and took all the items i had. They dont tell you they voided your order until you're there in store."
453,3,2,Very average pizza with too much cheese and oil. Much better options at other places.
454,3,3,Food was good. The reason why I gave them 3 stars because they didn't have my order on time and I told the lady what car I was in so she could place my order on the hood and she gave my food to another customer. Who was driving a complete different vehicle and a color car. And proceeded to ask me if this was my order?
455,3,1,Your average pizza hut. They've always gotten my orders right and I usually don't do delivery so I can't speak on the service.Never gotten an undercooked pizza and always gotten enough toppings on my pies :)Happy with everything they have to offer.
456,2,2,"this place is almost Laughably disgusting and rundown. workers literally Laying around surrounded by trash crowding the restaurant, ridiculously long wait times for below average pizzas."
457,1,1,"Love this Pizza Hut location!  I treat my coworkers to pizza about once a month and the pizzas are always well made with no shortage of toppings and ready to pick up when I arrive.  Fast, friendly staff make the experience a positive one consistently. Going to this Pizza Hut has spoiled me when it comes to others in the Austin metro area."
458,1,1,"This Pizza Hut has construction nearby, so it can be tricky to drive in if you are picking up or dining in.The reviews for this particular chain are pretty awful, but I think that is mostly due to delivery problems. I came here to dine in with a friend for lunch. We split a large, pepperoni pizza with the new honey sriracha crust. No joke, this is probably one of the best pizzas I've had in a long time. The new crust has a really nice sweet and spicy flavor. In addition, the marinara sauce and pepperoni are so tasty. The texture of the pizza is perfectly crispy on the outside, but soft on the inside. If the pizza wasn't 10000 calories, I could probably eat it everyday. Based on previous reviews, I probably won't be getting delivery from this Pizza Hut in the future, but I will be sure to stop by for lunch."
459,2,2,"I have to wonder if Spencer G. knows Brianna personally, because of all of the reviews that mention that manager by name, his is the only one that discusses her in glowing terms. Her service is terrible, and she clearly doesn't care about the fact that driving away business.I had an awful experience with her a little over a week ago. I called about a mistake on my order, and instead of just offering to fix it, she became argumentative and combative, offering sarcastic comments and laughing when I kept trying to get her to calm down and understand what I needed. Instead of continuing this ridiculous conversation with her, I called the corporate customer service line to report her lack of professionalism. I seldom do this, because the person whom the complaint is about usually gets reamed, but in this case, Brianna completely deserved it. My advice to upper management would be to let her go find a job that suits her, and bring in people who understand the basics of GOOD customer service."
460,1,1,"Consistency has been off for the last five years. However in the last few months, food has been so good every time. Pizzas are cooked perfectly, and you can't sleep on that pan crust."
461,2,1,"Stopped in for the buffet today.   Honestly, I didn't expect great pizza, but just a variety of different stuff.So, here's what just under $9 got me (besides a drink).  When I got there just after opening, I was able to get some pepperoni pizza, which went quickly.  They also had some varieties of supreme and/or veggie pizzas which sat around.   Same for the sausage pizza.   No cheese pizza (a staple) at all.   Also, unlike some buffets, nobody at Pizza Hut asks if there's anything you'd like to see on the buffet.  Finally, I had a serving of a surprisingly good pasta casserole with spiral pasta, ground beef, tomato sauce, and cheese.Bluntly, while nothing was disgusting and what was available was pretty good, it felt to me like this Pizza Hut really is just ""mailing it in"" on their buffet."
462,2,3,"Not the delivery drivers fault however I live 5 minutes from this Pizza Hut and had to wait over 2 hours to get my pizza and it was cold, they really need to step up there game"
463,2,3,I rated two star because the pizza i ordered was tasty and the guy who delivered it was a good guy.....they gave an expired hershey's chocolate dipping sauce...
464,2,2,"Wish they had negative stars. Ordered pizza on a Sunday evening and the confirmation said it would be delivered at 710p. Called at 730 and the very rude and unprofessional clerk Brianna who answered said it would be another 40 minutes (ordered at 615p) before we would get our pizza. Said they only had one driver. Then she had the nerve to blame us for not coming to pick up the pizza, basically condemning us for picking delivery!!! We cancelled the order and walked to eat. Over $70 in pizza ordered and they were completely rude. When I asked for a refund they charged my card a second time!! Next day called to speak to the manager and we were told we had to email corporate to get a refund. What a joke, worst customer service ever. DO NOT ORDER FROM THIS PLACE. SERIOUS MANAGEMENT PROBLEMS."
465,2,2,"Second time to call first-time said would take an hour and a half second time said two hours .Used to  love Pizza Hut but their service is getting worse and worse every time I call different pizza huts ,"
466,2,2,"I ordered a pizza to be delivered to me yesterday. Delivery man gets to my place, I open the pizza box- wrong pizza, not even close. The man offers to go back to pizza hut and come back with the right pizza (he said it would take 30-40 mins). I said sure, thanks! He come back 30 mins later....still the wrong pizza, not even close to what I ordered and the pizza looked a mess. Thanks for the effort dude. I would not recommend this pizza hut- I know it's close to campus, but there is a Papa John's, a Domino's, even a 7/11 near by with great pizza."
467,2,2,"This is by far THE WORST SERVICE I've ever had.I placed my order online for 1 Pizza at 8pm (expected delivery 9:30pm). It is now 12:30 am and my food isn't here. I called at 10pm to find out what's going on and they said it'll be about 30 more minutes. I call again at 11:30pm and they tell me ""it's on its way."" I'm pretty sure it doesn't take an hour to drive 5 blocks.This is about the 3rd time this happened and i've had it with this fraud of a business. They never let the customer know if the wait time will be longer and they haven't even offered an apology or some compensation. Also, when the food DOES get here, most of the time the pizza is crushed on the side of the box. Furthermore, the drivers tell you to come down to pick up the pizza if you live in an apt complex (even though I write the gate code in my message). Dominos and Papa johns deliver straight to the door. If im going down to ground level to pick up pizza, I might as well save myself time and delivery charge to get in my car and pick up the food myself.Worst experience ever and I hope this place goes out of business.*****UPDATE******I just called to ""rectify"" this issue. I started out saying ""Can I talk to your manager, I've been waiting for my pizza since 8."" The guy asks for my address then responds ""I am the manger here and oh that order is on its way already.""""That's funny because I placed that order at 8pm last night""""(long pause), ok let me transfer you to somone else.""After explaining my situation they tell me they will refund my money and give me a $10 credit for my next order since it's 2pm. ""What's that supposed to mean?"" I asked. ""Well sir, if you called us earlier when we opened we could have given you a $20 credit.""I'm sorry but they made be wait over 5 hours for NO food then tell me that they COULD have given me $20 but because I'm a normal human being and have stuff to do on a Monday morning that I don't qualify for more credit??? EVERYONE SAVE YOUR TIME AND MONEY AND DONT LET THESE PEOPLE STEAL FROM YOU!"
468,3,3,"It's a long story how this pizza snob ended up at Pizza Hut, so I won't bore you with it. Instead, I want to report that I had a good pizza. I'd like it if they put the mop away, rather than leave it by the tables, but the place was decently clean...and judging by the mop, perhaps recently cleaned."
469,2,2,"Food ok, poor customer service!!! The cashier clearly does not like her job!  I asked what was on the quick eats menu, she said she didn't know. I asked for a quick eats menu and she said she didn't have one and the only thing I could do was look at the  sign outside on the window. I literally had to go outside into the parking lot to look at the sign on the window. I should've  kept walking but my kids really wanted pizza. She was so RUDE!!!!!! Will never be back!!!"
470,2,3,"While living in L.A., I ordered frequently from Pizza Slut because there really weren't a lot of decent options. I must say I was always pleased. In Chicago -- land of pizza (yes, even thin crust) --- I only ordered once because of a great deal. Otherwise, there is no reason to order from Pizza Hut in a city like Chicago or New York. The Pizza Hut store on Howard in Chicago's Roger's Park was surprisingly good and did not skimp on toppings. Perhaps it was because Chicago boasts some of the best pizza in the world - deep, pan or thin crust. My brother warned me that he had a hard time finding decent pizza in Austin -- but I have faith I will find it -- by reading Yelp reviews. Most of the time I am partial to New York style pizza -- the foldable, generous cheese topping type. And this definitely is NOT it. Not that I ever thought it would be. We had a coupon that my brother got due to their screwing up an order. Maybe they skimped because he told them about the coupon before we placed the order. While that would be stupid -- especially if they want to entice us to come back -- this is the kind of place that would do just that. And they sure did. One word: YUK. The worst pizza I have ever had. They skimped so much on this Meat Lover's pizza that it was more like focaccia bread. In fact, I've had better focaccia bread and would have preferred it.I don't know as I would ever try the buffet, but I might -- since I love a bargain. For now, the remainder of the pizza is in the freezer in individual slices and when I decide to have one, I will doctor it up with a LOT more mozzarella cheese and perhaps other stuff."
471,3,1,"It seemed like such a good idea at the time. Well, it seemed like a good idea after a friend and I had had some wine. Pizza Hut. Beer from 7-11. Flashback to college. I should have known better. I should have continued to fight for Bestwurst. But then he said, ""When will you ever eat a P'zone if not with me, right now?"" The answer is never, and there's probably a good reason for that.  Plus: - It was ready in 12 minutes.- Perfect for our ravenous selves. The workers were super friendly.- Not as overwhelmingly greasy as I thought it was going to be.- Pairs well with Budweiser SelectMinus: - No one, NO ONE, needs over a pound of meat and cheese. Your body will revolt. Trust me. (I only ate half and I was rolling around like Tempelton at the fair in Charlotte's Web. Seriously.)It's Pizza Hut, you know what you're getting into. Now, think twice."
472,1,1,"Great pizza, It's better than the other pizza huts ive been to. Convenient location and great service as well. I got my pizza with 8 mins of ordering"
473,2,2,"Called Pizza Hut for delivery and they said it would be delivered in an hour and a half. We waited and finally called when nothing was delivered. ""Oh sorry we are backed up and it will be at least another hour."" Canceled the order and called Dominos and they said we will be here in 20 minutes."
474,3,3,"My best Pizza Hut experiences have always involved an awesome buffet. However, the buffet at this location sucks. You'll find old pizza, cold pizza, crappy pizza, and the buffet is just dirty.Take out and delivery have always been fine, although I'm definitely apt to pick up my pizza and avoid the delivery fee + dumb obligation to tip."
